CTT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filial;C Custo;Classe;Cond Normal;Desc Moeda 1;CC Bloq;Dt Ini Exist;Dt Fim Exist;CC Lucr/Perd;CC Ponte LP;Conf. Livros;CC Superior;Cod Red. CC.;Tipo Lotação;Cnt Reg Niv1;Regra Nivel2;Tp eSocial;Regra Nivel3;Nome Tomador;Item Obrigat;Cl.Vlr Obrig;Aceita Item;Aceita Cl.Vl;C.C.Var.Mon.;CC.Red. Var.;C. Sinco;Operacao;T.Insc.Tomad;CNPJ/CEI Tom;Insc eSocial;End.Tomador;Bair.Tomador;Cep Tomador;Estado;Cod.Munic.;Mun.Tomador;Cód. FPAS;Terc FPAS;% Empresa;% Terceiros;% Acid.Trab.;Fat.Acd.Prev;% RAT;Ocorrencia;Vlr.Fatura;Vlr.Retido;Rec.Fatur.;Ind.Cont.Pat;Cód CNAE;T.InsContrat;N.InsContrat;T.InsProprie;N.InsProprie;Int. Reserve;Sinc Reserve;Ativ.01 Ob.;Ativ.02 Ob.;Ativ.03 Ob.;Ativ.04 Ob.;Outr.At.Ob?;Ativ.01 Ac.;Ativ.02 Ac.;Ativ.03 Ac.;Ativ.04 Ac.;Ac.Outra At?;Grp.Aprov CP;CC Anterior
01;1230106;Analitico;Receita;SEMINARIO P/ DIRETORES DESENV. TECNICO;Bloqueado;01/01/1980;  /  /    ;1230106;;;12301;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;2110
01;12302;Sintetico;Receita;CURSO DE DESENVOLVIMENTO TECNICO;Bloqueado;01/01/1980;  /  /    ;12302;;;123;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210537
01;1230201;Analitico;Receita;LICENCA PRO;Bloqueado;01/01/1980;  /  /    ;1230201;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230202;Analitico;Receita;LICENCA A;Bloqueado;01/01/1980;  /  /    ;1230202;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230203;Analitico;Receita;LICENCA B;Bloqueado;01/01/1980;  /  /    ;1230203;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230204;Analitico;Receita;LICENCA C;Bloqueado;01/01/1980;  /  /    ;1230204;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230205;Analitico;Receita;PREPARACAO FISICA CAT. BASE;Bloqueado;01/01/1980;  /  /    ;1230205;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230206;Analitico;Receita;PREPARACAO FISICA PROFISSIONAL;Bloqueado;01/01/1980;  /  /    ;1230206;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230207;Analitico;Receita;ANALISE DE DESEMPENHO CAT. BASE;Bloqueado;01/01/1980;  /  /    ;1230207;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230208;Analitico;Receita;ANALISE DE DESEMPENHO PROFISSIONAL;Bloqueado;01/01/1980;  /  /    ;1230208;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230209;Analitico;Receita;TREINAMENTO DE GOLEIROS CAT. BASE;Bloqueado;01/01/1980;  /  /    ;1230209;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230210;Analitico;Receita;TREINAMENTO DE GOLEIROS PROFISSIONAL;Bloqueado;01/01/1980;  /  /    ;1230210;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230211;Analitico;Receita;FPV APLICADOS NO FUTEBOL;Bloqueado;01/01/1980;  /  /    ;1230211;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230212;Analitico;Receita;BOLA PARADA;Bloqueado;01/01/1980;  /  /    ;1230212;;;12302;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230213;Analitico;Receita;PERIODIZACAO TATICA;Bloqueado;01/01/1980;  /  /    ;1230213;;;12302;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230214;Analitico;Receita;GESTAO DE ESCOLAS DE FUTEBOL;Bloqueado;01/01/1980;  /  /    ;1230214;;;12302;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230215;Analitico;Receita;COORDENACAO TECNICA – BASE;Bloqueado;01/01/1980;  /  /    ;1230215;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230216;Analitico;Receita;RENOVACAO;Bloqueado;01/01/1980;  /  /    ;1230216;;;12302;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230217;Analitico;Receita;LICENCA S;Bloqueado;01/01/1980;  /  /    ;1230217;;;12302;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12303;Sintetico;Receita;CURSO DE ARBITRAGEM;Bloqueado;01/01/1980;  /  /    ;12303;;;123;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210538
01;1230301;Analitico;Receita;CURSO DE RENOVACAO DE ARBIT BRASILEIRA;Bloqueado;01/01/1980;  /  /    ;1230301;;;12303;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12304;Sintetico;Receita;WORKSHOP;Bloqueado;01/01/1980;  /  /    ;12304;;;123;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210539
01;1230401;Analitico;Receita;WORKSHOP DE DIREITO E FUTEBOL;Bloqueado;01/01/1980;  /  /    ;1230401;;;12304;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230402;Analitico;Receita;WORKSHOP INTERMEDIACAO NO FUTEBOL;Bloqueado;01/01/1980;  /  /    ;1230402;;;12304;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230403;Analitico;Receita;WORKSHOP DE CIENCIA DO FUTEBOL;Bloqueado;01/01/1980;  /  /    ;1230403;;;12304;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230404;Analitico;Receita;WORKSHOP DE NUTRICAO;Bloqueado;01/01/1980;  /  /    ;1230404;;;12304;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230405;Analitico;Receita;WORKSHOP DE MARKETING;Bloqueado;01/01/1980;  /  /    ;1230405;;;12304;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12305;Sintetico;Receita;ADMINISTRATIVO;Bloqueado;01/01/1980;  /  /    ;12305;;;123;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210540
01;1230501;Analitico;Receita;ASSESSORIA INTERNA;Bloqueado;01/01/1980;  /  /    ;1230501;;;12305;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1230502;Analitico;Receita;ASSESSORIA EXTERNA;Bloqueado;01/01/1980;  /  /    ;1230502;;;12305;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12306;Sintetico;Receita;COORDENACAO TECNICA PROFISSIONAL;Bloqueado;01/01/1980;  /  /    ;12306;;;123;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;45;210541
01;1230601;Analitico;Receita;COORDENACAO TECNICA PROFISSIONAL;Bloqueado;01/01/1980;  /  /    ;1230601;;;12306;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;124;Sintetico;Despesa;DIRETORIA EXECUTIVA DE GESTAO - DEG;Bloqueado;01/01/1980;  /  /    ;124;;;1;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12401;Analitico;Despesa;DIRECAO - DEG;Bloqueado;01/01/1980;  /  /    ;12401;;;124;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210544
01;12402;Analitico;Despesa;ASSESSORIA INTERNA - DEG;Bloqueado;01/01/1980;  /  /    ;12402;;;124;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210549
01;12403;Analitico;Despesa;ASSESSORIA EXTERNA - DEG;Bloqueado;01/01/1980;  /  /    ;12403;;;124;;;000002;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210550
01;125;Sintetico;Despesa;DEPARTAMENTO DE SEGURANCA;Bloqueado;01/01/1980;  /  /    ;125;;;1;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12501;Analitico;Despesa;ASSESSORIA INTERNA - DSG;Bloqueado;01/01/1980;  /  /    ;12501;;;125;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;48;210551
01;12502;Analitico;Despesa;ASSESSORIA EXTERNA - DSG;Bloqueado;01/01/1980;  /  /    ;12502;;;125;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210553
01;126;Sintetico;Receita;CAMARA NACIONAL DE RESOLUCAO DE DISPUTAS;Bloqueado;01/01/1980;  /  /    ;126;;;1;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12601;Analitico;Receita;ASSESSORIA INTERNA - CNRD;Bloqueado;01/01/1980;  /  /    ;12601;;;126;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210557
01;12602;Analitico;Receita;ASSESSORIA EXTERNA - CNRD;Bloqueado;01/01/1980;  /  /    ;12602;;;126;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210558
01;127;Sintetico;Despesa;DIRETORIA DE GOVERNANCA E CONFORMIDADE;Bloqueado;01/01/1980;  /  /    ;127;;;1;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12701;Analitico;Despesa;ASSESSORIA INTERNA - DGC;Bloqueado;01/01/1980;  /  /    ;12701;;;127;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;46;210559
01;12702;Analitico;Despesa;ASSESSORIA EXTERNA - DGC;Bloqueado;01/01/1980;  /  /    ;12702;;;127;;;000002;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;47;210561
01;128;Sintetico;Receita;PROGRAMA EVOLUCION;Bloqueado;01/01/1980;  /  /    ;128;;;1;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12801;Sintetico;Receita;CURSOS CONMEBOL;Bloqueado;01/01/1980;  /  /    ;12801;;;128;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210562
01;1280101;Analitico;Receita;BEACH SOCCER;Bloqueado;01/01/1980;  /  /    ;1280101;;;12801;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1280102;Analitico;Receita;BEACH SOCCER - FUNDO COMPLEMENTAR;Bloqueado;01/01/1980;  /  /    ;1280102;;;12801;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1280103;Analitico;Receita;FUTEBOL FEMININO;Bloqueado;01/01/1980;  /  /    ;1280103;;;12801;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1280104;Analitico;Receita;FUNDO COMPLEMENTAR - FUT. FEMININO;Bloqueado;01/01/1980;  /  /    ;1280104;;;12801;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1280105;Analitico;Receita;FUTEBOL DE BASE;Bloqueado;01/01/1980;  /  /    ;1280105;;;12801;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1280106;Analitico;Receita;FUNDO COMPLEMENTAR - FUT. DE BASE;Bloqueado;01/01/1980;  /  /    ;1280106;;;12801;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1280107;Analitico;Receita;MEDICINA ESPORTIVA;Bloqueado;01/01/1980;  /  /    ;1280107;;;12801;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1280108;Analitico;Receita;FUNDO COMPLEMENTAR - MEDICINA ESPORTIVA;Bloqueado;01/01/1980;  /  /    ;1280108;;;12801;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12802;Sintetico;Receita;COMPETICOES DE DESENVOLVIMENTO;Bloqueado;01/01/1980;  /  /    ;12802;;;128;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210564
01;1280201;Analitico;Receita;SUB-13 MASCULINO;Bloqueado;01/01/1980;  /  /    ;1280201;;;12802;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1280202;Analitico;Receita;SUB-14 FEMININO;Bloqueado;01/01/1980;  /  /    ;1280202;;;12802;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1280203;Analitico;Receita;SUB-16 FEMININO;Bloqueado;01/01/1980;  /  /    ;1280203;;;12802;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12803;Analitico;Receita;DIRECAO DE DESENVOLVIMENTO;Bloqueado;01/01/1980;  /  /    ;12803;;;128;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12804;Analitico;Receita;BEACH SOCCER - EVNTOS E FESTIVAIS;Bloqueado;01/01/1980;  /  /    ;12804;;;128;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12805;Analitico;Receita;FUTSAL - EVENTOS E FESTIVAIS;Bloqueado;01/01/1980;  /  /    ;12805;;;128;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12806;Analitico;Receita;LICENCA DE CLUBES - SERIE B;Bloqueado;01/01/1980;  /  /    ;12806;;;128;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12807;Analitico;Receita;FUNDO LIVRE - FUTEBOL FEMININO;Bloqueado;01/01/1980;  /  /    ;12807;;;128;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;12808;Analitico;Receita;DIFUSAO DO ESPACO EVOLUCION CONMEBOL;Bloqueado;01/01/1980;  /  /    ;12808;;;128;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210701
01;12809;Analitico;Receita;FESTIVAL DESPOTIVA DE CRIANCAS;Bloqueado;01/01/1980;  /  /    ;12809;;;128;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210702
01;12901;Analitico;Receita;COPA AMERICA 2019;Bloqueado;01/01/1980;  /  /    ;12901;;;1;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210703
01;12902;Analitico;Receita;COL MUNDIAL SUB-17;Bloqueado;01/01/1980;  /  /    ;12902;;;1;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210704
01;13001;Analitico;Receita;PROGRAMA EVOLUCION;Bloqueado;01/01/1980;  /  /    ;13001;;;1;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210705
01;13101;Analitico;Receita;PROGRAMA FORWARD - FIFA;Bloqueado;01/01/1980;  /  /    ;13101;;;1;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210706
01;132;Sintetico;Receita;DIRECAO DESENVOLVIMENTO DO FUTEBOL;Bloqueado;01/01/1980;  /  /    ;132;;;1;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;13201;Analitico;Receita;DIRECAO - DDF;Bloqueado;01/01/1980;  /  /    ;13201;;;132;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210707
01;13202;Analitico;Receita;ASSESSORIA INTERNA - DDF;Bloqueado;01/01/1980;  /  /    ;13202;;;132;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210708
01;13203;Analitico;Receita;ASSESSORIA EXTERNA - DDF;Bloqueado;01/01/1980;  /  /    ;13203;;;132;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210709
01;13204;Analitico;Receita;CONSELHO DE CRAQUES;Bloqueado;01/01/1980;  /  /    ;13204;;;132;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;133;Sintetico;Receita;FIFA FORWARD;Bloqueado;01/01/1980;  /  /    ;133;;;1;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;13301;Analitico;Receita;REMODELLING STJD;Bloqueado;01/01/1980;  /  /    ;13301;;;133;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;13302;Analitico;Receita;GOVERNANCE/COMPLIANCE PROGRAM AT CBF;Bloqueado;01/01/1980;  /  /    ;13302;;;133;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;13303;Analitico;Receita;EXTERNAL AUDITING AND CONSULTING SERVICE;Bloqueado;01/01/1980;  /  /    ;13303;;;133;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;13304;Analitico;Receita;CONSULTING SERVICES;Bloqueado;01/01/1980;  /  /    ;13304;;;133;;;000001;;;;0;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
